year,track,driver,fp1_pos,fp2_pos,quali_pos,team,air_temp,track_temp,rainfall,finish_pos
2022,Monaco Grand Prix,VET,,,9.0,Aston Martin,26.712345679012348,48.44444444444445,False,10.0
2022,Monaco Grand Prix,GAS,,,17.0,AlphaTauri,26.712345679012348,48.44444444444445,False,11.0
2022,Monaco Grand Prix,OCO,,,10.0,Alpine,26.712345679012348,48.44444444444445,False,12.0
2022,Monaco Grand Prix,RIC,,,14.0,McLaren,26.712345679012348,48.44444444444445,False,13.0
2022,Monaco Grand Prix,STR,,,18.0,Aston Martin,26.712345679012348,48.44444444444445,False,14.0
2022,Monaco Grand Prix,LAT,,,19.0,Williams,26.712345679012348,48.44444444444445,False,15.0
2022,Monaco Grand Prix,ZHO,,,20.0,Alfa Romeo,26.712345679012348,48.44444444444445,False,16.0
2022,Monaco Grand Prix,TSU,,,11.0,AlphaTauri,26.712345679012348,48.44444444444445,False,17.0
2022,Monaco Grand Prix,ALB,,,16.0,Williams,26.712345679012348,48.44444444444445,False,18.0
2022,Monaco Grand Prix,MSC,,,15.0,Haas F1 Team,26.712345679012348,48.44444444444445,False,19.0
2022,Monaco Grand Prix,MAG,,,13.0,Haas F1 Team,26.712345679012348,48.44444444444445,False,20.0
2023,Monaco Grand Prix,VER,,,1.0,Red Bull Racing,25.586046511627902,46.495348837209306,False,1.0
2023,Monaco Grand Prix,ALO,,,2.0,Aston Martin,25.586046511627902,46.495348837209306,False,2.0
2023,Monaco Grand Prix,OCO,,,4.0,Alpine,25.586046511627902,46.495348837209306,False,3.0
2023,Monaco Grand Prix,HAM,,,6.0,Mercedes,25.586046511627902,46.495348837209306,False,4.0
2023,Monaco Grand Prix,RUS,,,8.0,Mercedes,25.586046511627902,46.495348837209306,False,5.0
2023,Monaco Grand Prix,LEC,,,3.0,Ferrari,25.586046511627902,46.495348837209306,False,6.0
2023,Monaco Grand Prix,GAS,,,7.0,Alpine,25.586046511627902,46.495348837209306,False,7.0
2023,Monaco Grand Prix,SAI,,,5.0,Ferrari,25.586046511627902,46.495348837209306,False,8.0
2023,Monaco Grand Prix,NOR,,,10.0,McLaren,25.586046511627902,46.495348837209306,False,9.0
2023,Monaco Grand Prix,PIA,,,11.0,McLaren,25.586046511627902,46.495348837209306,False,10.0
2023,Monaco Grand Prix,BOT,,,15.0,Alfa Romeo,25.586046511627902,46.495348837209306,False,11.0
2023,Monaco Grand Prix,DEV,,,12.0,AlphaTauri,25.586046511627902,46.495348837209306,False,12.0
2023,Monaco Grand Prix,ZHO,,,19.0,Alfa Romeo,25.586046511627902,46.495348837209306,False,13.0
2023,Monaco Grand Prix,ALB,,,13.0,Williams,25.586046511627902,46.495348837209306,False,14.0
2023,Monaco Grand Prix,TSU,,,9.0,AlphaTauri,25.586046511627902,46.495348837209306,False,15.0
2023,Monaco Grand Prix,PER,,,20.0,Red Bull Racing,25.586046511627902,46.495348837209306,False,16.0
2023,Monaco Grand Prix,HUL,,,18.0,Haas F1 Team,25.586046511627902,46.495348837209306,False,17.0
2023,Monaco Grand Prix,SAR,,,16.0,Williams,25.586046511627902,46.495348837209306,False,18.0
2023,Monaco Grand Prix,MAG,,,17.0,Haas F1 Team,25.586046511627902,46.495348837209306,False,19.0
2023,Monaco Grand Prix,STR,,,14.0,Aston Martin,25.586046511627902,46.495348837209306,False,20.0
2024,Monaco Grand Prix,LEC,,,1.0,Ferrari,21.242105263157892,44.72631578947369,False,1.0
2024,Monaco Grand Prix,PIA,,,2.0,McLaren,21.242105263157892,44.72631578947369,False,2.0
2024,Monaco Grand Prix,SAI,,,3.0,Ferrari,21.242105263157892,44.72631578947369,False,3.0
2024,Monaco Grand Prix,NOR,,,4.0,McLaren,21.242105263157892,44.72631578947369,False,4.0
2024,Monaco Grand Prix,RUS,,,5.0,Mercedes,21.242105263157892,44.72631578947369,False,5.0
2024,Monaco Grand Prix,VER,,,6.0,Red Bull Racing,21.242105263157892,44.72631578947369,False,6.0
2024,Monaco Grand Prix,HAM,,,7.0,Mercedes,21.242105263157892,44.72631578947369,False,7.0
2024,Monaco Grand Prix,TSU,,,8.0,RB,21.242105263157892,44.72631578947369,False,8.0
2024,Monaco Grand Prix,ALB,,,9.0,Williams,21.242105263157892,44.72631578947369,False,9.0
2024,Monaco Grand Prix,GAS,,,10.0,Alpine,21.242105263157892,44.72631578947369,False,10.0
2024,Monaco Grand Prix,ALO,,,14.0,Aston Martin,21.242105263157892,44.72631578947369,False,11.0
2024,Monaco Grand Prix,RIC,,,12.0,RB,21.242105263157892,44.72631578947369,False,12.0
2024,Monaco Grand Prix,BOT,,,17.0,Kick Sauber,21.242105263157892,44.72631578947369,False,13.0
2024,Monaco Grand Prix,STR,,,13.0,Aston Martin,21.242105263157892,44.72631578947369,False,14.0
2024,Monaco Grand Prix,SAR,,,15.0,Williams,21.242105263157892,44.72631578947369,False,15.0
2024,Monaco Grand Prix,ZHO,,,18.0,Kick Sauber,21.242105263157892,44.72631578947369,False,16.0
2024,Monaco Grand Prix,OCO,,,11.0,Alpine,21.242105263157892,44.72631578947369,False,17.0
2024,Monaco Grand Prix,PER,,,16.0,Red Bull Racing,21.242105263157892,44.72631578947369,False,18.0
2024,Monaco Grand Prix,HUL,,,14.0,Haas F1 Team,21.242105263157892,44.72631578947369,False,19.0
2024,Monaco Grand Prix,MAG,,,15.0,Haas F1 Team,21.242105263157892,44.72631578947369,False,20.0
2025,Monaco Grand Prix,NOR,,,1.0,McLaren,21.137634408602153,40.28709677419354,False,1.0
2025,Monaco Grand Prix,LEC,,,2.0,Ferrari,21.137634408602153,40.28709677419354,False,2.0
2025,Monaco Grand Prix,PIA,,,3.0,McLaren,21.137634408602153,40.28709677419354,False,3.0
2025,Monaco Grand Prix,VER,,,5.0,Red Bull Racing,21.137634408602153,40.28709677419354,False,4.0
2025,Monaco Grand Prix,HAM,,,4.0,Ferrari,21.137634408602153,40.28709677419354,False,5.0
2025,Monaco Grand Prix,HAD,,,6.0,Racing Bulls,21.137634408602153,40.28709677419354,False,6.0
2025,Monaco Grand Prix,OCO,,,8.0,Haas F1 Team,21.137634408602153,40.28709677419354,False,7.0
2025,Monaco Grand Prix,LAW,,,9.0,Racing Bulls,21.137634408602153,40.28709677419354,False,8.0
2025,Monaco Grand Prix,ALB,,,10.0,Williams,21.137634408602153,40.28709677419354,False,9.0
2025,Monaco Grand Prix,SAI,,,11.0,Williams,21.137634408602153,40.28709677419354,False,10.0
2025,Monaco Grand Prix,RUS,,,14.0,Mercedes,21.137634408602153,40.28709677419354,False,11.0
2025,Monaco Grand Prix,BEA,,,17.0,Haas F1 Team,21.137634408602153,40.28709677419354,False,12.0
2025,Monaco Grand Prix,COL,,,20.0,Alpine,21.137634408602153,40.28709677419354,False,13.0
2025,Monaco Grand Prix,BOR,,,16.0,Kick Sauber,21.137634408602153,40.28709677419354,False,14.0
2025,Monaco Grand Prix,STR,,,19.0,Aston Martin,21.137634408602153,40.28709677419354,False,15.0
2025,Monaco Grand Prix,HUL,,,13.0,Kick Sauber,21.137634408602153,40.28709677419354,False,16.0
2025,Monaco Grand Prix,TSU,,,12.0,Red Bull Racing,21.137634408602153,40.28709677419354,False,17.0
2025,Monaco Grand Prix,ANT,,,15.0,Mercedes,21.137634408602153,40.28709677419354,False,18.0
2025,Monaco Grand Prix,ALO,,,7.0,Aston Martin,21.137634408602153,40.28709677419354,False,19.0
2025,Monaco Grand Prix,GAS,,,18.0,Alpine,21.137634408602153,40.28709677419354,False,20.0
